INFO:root:Namespace(lr=0.0002, seed=123, weight_decay=0.0005, hidden=2, n_img=50, dropout=0.1, epochs=500, k=5000, celeba=False, maxq=5000, method='HSJA', layers=16, alpha=0.0, T=0.0002, delta=0.8, model='resnet', r=3, iteration=8, init=100, bf=False, time=False, ntime=False, disable_logging=False, num_images=50, start_idx=0, log_dir=None, bright=False, adap_c=False, eps=0.1, nosalt=False, random_init=False, no_hash=False, accurate=False, theta_min=1.7e-05, config='configs/imagenet/piha/hsja/targeted/adaptive/config.json', data='imagenet', defense='DPF', attack='dbagp', untargeted=False, normal=False)
INFO:root:{'threshold': 0.05, 'add_cache_hit': True, 'reset_cache_on_hit': False, 'aggregation': 'closest', 'action': 'rejection', 'precision': None, 'state': {'type': 'PIHA', 'block_size': 7, 'input_shape': [3, 224, 224]}, 'architecture': 'resnet152', 'dataset': 'imagenet'}
INFO:root:{'attack': 'HSJA', 'targeted': True, 'max_iter': 99999999, 'eps': 0.05, 'num_dirs': 100, 'max_num_dirs': 10000, 'budget': 100000, 'adaptive': {'query_blinding_transform': None, 'bs_boundary_end_on_hit': False, 'grad_max_attempts': 20, 'bs_grad_var': True, 'bs_grad_var_steps': 10, 'bs_grad_var_sample_size': 20, 'bs_grad_var_hit_rate': 0.05, 'bs_grad_var_upper': 5, 'bs_grad_var_lower': 1.5, 'grad_est_accept_partial': True, 'step_max_attempts': 5}}
INFO:root:Namespace(lr=0.0002, seed=123, weight_decay=0.0005, hidden=2, n_img=50, dropout=0.1, epochs=500, k=5000, celeba=False, maxq=5000, method='QEBA', layers=16, alpha=0.0, T=0.0002, delta=0.8, model='resnet', r=3, iteration=8, init=100, bf=False, time=False, ntime=False, disable_logging=False, num_images=50, start_idx=0, log_dir=None, bright=False, adap_c=False, eps=0.1, nosalt=False, random_init=False, no_hash=False, accurate=False, theta_min=1.7e-05, config='configs/imagenet/piha/hsja/targeted/adaptive/config.json', data='imagenet', defense='DPF', attack='dbagp', untargeted=False, normal=False)
INFO:root:{'threshold': 0.05, 'add_cache_hit': True, 'reset_cache_on_hit': False, 'aggregation': 'closest', 'action': 'rejection', 'precision': None, 'state': {'type': 'PIHA', 'block_size': 7, 'input_shape': [3, 224, 224]}, 'architecture': 'resnet152', 'dataset': 'imagenet'}
INFO:root:{'attack': 'HSJA', 'targeted': True, 'max_iter': 99999999, 'eps': 0.05, 'num_dirs': 100, 'max_num_dirs': 10000, 'budget': 100000, 'adaptive': {'query_blinding_transform': None, 'bs_boundary_end_on_hit': False, 'grad_max_attempts': 20, 'bs_grad_var': True, 'bs_grad_var_steps': 10, 'bs_grad_var_sample_size': 20, 'bs_grad_var_hit_rate': 0.05, 'bs_grad_var_upper': 5, 'bs_grad_var_lower': 1.5, 'grad_est_accept_partial': True, 'step_max_attempts': 5}}
INFO:root:Namespace(lr=0.0002, seed=123, weight_decay=0.0005, hidden=2, n_img=50, dropout=0.1, epochs=500, k=5000, celeba=False, maxq=5000, method='GP', layers=16, alpha=0.0, T=0.0002, delta=0.8, model='resnet', r=3, iteration=8, init=100, bf=False, time=False, ntime=False, disable_logging=False, num_images=50, start_idx=0, log_dir=None, bright=False, adap_c=False, eps=0.1, nosalt=False, random_init=False, no_hash=False, accurate=False, theta_min=1.7e-05, config='configs/imagenet/piha/hsja/targeted/adaptive/config.json', data='imagenet', defense='DPF', attack='dbagp', untargeted=False, normal=False)
INFO:root:{'threshold': 0.05, 'add_cache_hit': True, 'reset_cache_on_hit': False, 'aggregation': 'closest', 'action': 'rejection', 'precision': None, 'state': {'type': 'PIHA', 'block_size': 7, 'input_shape': [3, 224, 224]}, 'architecture': 'resnet152', 'dataset': 'imagenet'}
INFO:root:{'attack': 'HSJA', 'targeted': True, 'max_iter': 99999999, 'eps': 0.05, 'num_dirs': 100, 'max_num_dirs': 10000, 'budget': 100000, 'adaptive': {'query_blinding_transform': None, 'bs_boundary_end_on_hit': False, 'grad_max_attempts': 20, 'bs_grad_var': True, 'bs_grad_var_steps': 10, 'bs_grad_var_sample_size': 20, 'bs_grad_var_hit_rate': 0.05, 'bs_grad_var_upper': 5, 'bs_grad_var_lower': 1.5, 'grad_est_accept_partial': True, 'step_max_attempts': 5}}
INFO:root:True Label : 254 | Predicted Label : 255 | Cache Hits / Total Queries : 6 / 1009
INFO:root:True Label : 768 | Predicted Label : 346 | Cache Hits / Total Queries : 19 / 5137
INFO:root:True Label : 545 | Predicted Label : 889 | Cache Hits / Total Queries : 19 / 5213
INFO:root:True Label : 689 | Predicted Label : 812 | Cache Hits / Total Queries : 19 / 5191
INFO:root:True Label : 437 | Predicted Label : 172 | Cache Hits / Total Queries : 11 / 2211
INFO:root:True Label : 707 | Predicted Label : 853 | Cache Hits / Total Queries : 19 / 5195
INFO:root:True Label : 954 | Predicted Label : 709 | Cache Hits / Total Queries : 6 / 858
INFO:root:True Label : 591 | Predicted Label : 224 | Cache Hits / Total Queries : 19 / 5229
INFO:root:True Label : 35 | Predicted Label : 477 | Cache Hits / Total Queries : 19 / 5223
INFO:root:True Label : 768 | Predicted Label : 346 | Cache Hits / Total Queries : 19 / 5121
INFO:root:True Label : 384 | Predicted Label : 929 | Cache Hits / Total Queries : 19 / 5234
INFO:root:True Label : 67 | Predicted Label : 980 | Cache Hits / Total Queries : 19 / 5235
INFO:root:True Label : 707 | Predicted Label : 853 | Cache Hits / Total Queries : 19 / 5222
INFO:root:True Label : 685 | Predicted Label : 934 | Cache Hits / Total Queries : 19 / 5209
INFO:root:True Label : 403 | Predicted Label : 437 | Cache Hits / Total Queries : 3 / 317
INFO:root:True Label : 35 | Predicted Label : 477 | Cache Hits / Total Queries : 19 / 5234
INFO:root:True Label : 689 | Predicted Label : 812 | Cache Hits / Total Queries : 19 / 5194
INFO:root:True Label : 2 | Predicted Label : 235 | Cache Hits / Total Queries : 19 / 5203
INFO:root:True Label : 67 | Predicted Label : 980 | Cache Hits / Total Queries : 19 / 5214
INFO:root:True Label : 591 | Predicted Label : 224 | Cache Hits / Total Queries : 19 / 5224
INFO:root:True Label : 814 | Predicted Label : 117 | Cache Hits / Total Queries : 19 / 5214
INFO:root:True Label : 685 | Predicted Label : 934 | Cache Hits / Total Queries : 19 / 5217
INFO:root:True Label : 403 | Predicted Label : 437 | Cache Hits / Total Queries : 3 / 316
INFO:root:True Label : 513 | Predicted Label : 649 | Cache Hits / Total Queries : 19 / 5211
INFO:root:True Label : 768 | Predicted Label : 346 | Cache Hits / Total Queries : 19 / 5132
INFO:root:True Label : 2 | Predicted Label : 235 | Cache Hits / Total Queries : 19 / 5201
INFO:root:True Label : 768 | Predicted Label : 444 | Cache Hits / Total Queries : 19 / 5200
INFO:root:True Label : 814 | Predicted Label : 117 | Cache Hits / Total Queries : 19 / 5213
INFO:root:True Label : 707 | Predicted Label : 853 | Cache Hits / Total Queries : 19 / 5214
INFO:root:True Label : 74 | Predicted Label : 399 | Cache Hits / Total Queries : 19 / 5215
INFO:root:True Label : 513 | Predicted Label : 649 | Cache Hits / Total Queries : 19 / 5211
INFO:root:True Label : 114 | Predicted Label : 550 | Cache Hits / Total Queries : 19 / 5194
INFO:root:True Label : 35 | Predicted Label : 477 | Cache Hits / Total Queries : 19 / 5239
INFO:root:True Label : 320 | Predicted Label : 479 | Cache Hits / Total Queries : 19 / 5192
INFO:root:True Label : 768 | Predicted Label : 444 | Cache Hits / Total Queries : 19 / 5211
INFO:root:True Label : 169 | Predicted Label : 184 | Cache Hits / Total Queries : 19 / 5206
INFO:root:True Label : 742 | Predicted Label : 745 | Cache Hits / Total Queries : 3 / 317
INFO:root:True Label : 901 | Predicted Label : 471 | Cache Hits / Total Queries : 7 / 1092
INFO:root:True Label : 74 | Predicted Label : 399 | Cache Hits / Total Queries : 19 / 5221
INFO:root:True Label : 200 | Predicted Label : 621 | Cache Hits / Total Queries : 12 / 2528
INFO:root:True Label : 67 | Predicted Label : 980 | Cache Hits / Total Queries : 19 / 5227
INFO:root:True Label : 779 | Predicted Label : 895 | Cache Hits / Total Queries : 19 / 5230
INFO:root:True Label : 114 | Predicted Label : 550 | Cache Hits / Total Queries : 19 / 5197
INFO:root:True Label : 754 | Predicted Label : 507 | Cache Hits / Total Queries : 19 / 5221
INFO:root:True Label : 685 | Predicted Label : 934 | Cache Hits / Total Queries : 19 / 5203
INFO:root:True Label : 403 | Predicted Label : 437 | Cache Hits / Total Queries : 3 / 317
INFO:root:True Label : 999 | Predicted Label : 180 | Cache Hits / Total Queries : 8 / 1339
INFO:root:True Label : 320 | Predicted Label : 479 | Cache Hits / Total Queries : 19 / 5222
INFO:root:True Label : 651 | Predicted Label : 500 | Cache Hits / Total Queries : 19 / 5199
INFO:root:True Label : 169 | Predicted Label : 184 | Cache Hits / Total Queries : 17 / 4386
INFO:root:True Label : 742 | Predicted Label : 745 | Cache Hits / Total Queries : 6 / 854
INFO:root:True Label : 901 | Predicted Label : 471 | Cache Hits / Total Queries : 13 / 2879
INFO:root:True Label : 2 | Predicted Label : 235 | Cache Hits / Total Queries : 19 / 5188
INFO:root:True Label : 611 | Predicted Label : 651 | Cache Hits / Total Queries : 19 / 5231
INFO:root:True Label : 514 | Predicted Label : 943 | Cache Hits / Total Queries : 7 / 1086
INFO:root:True Label : 200 | Predicted Label : 621 | Cache Hits / Total Queries : 19 / 5183
INFO:root:True Label : 655 | Predicted Label : 57 | Cache Hits / Total Queries : 19 / 5227
INFO:root:True Label : 814 | Predicted Label : 117 | Cache Hits / Total Queries : 19 / 5207
INFO:root:True Label : 779 | Predicted Label : 895 | Cache Hits / Total Queries : 70 / 5280
INFO:root:True Label : 851 | Predicted Label : 47 | Cache Hits / Total Queries : 19 / 5182
INFO:root:True Label : 754 | Predicted Label : 507 | Cache Hits / Total Queries : 19 / 5208
INFO:root:True Label : 52 | Predicted Label : 981 | Cache Hits / Total Queries : 19 / 5223
INFO:root:True Label : 513 | Predicted Label : 649 | Cache Hits / Total Queries : 19 / 5206
INFO:root:True Label : 999 | Predicted Label : 180 | Cache Hits / Total Queries : 11 / 2210
INFO:root:True Label : 447 | Predicted Label : 863 | Cache Hits / Total Queries : 19 / 5205
INFO:root:True Label : 651 | Predicted Label : 500 | Cache Hits / Total Queries : 19 / 5215
INFO:root:True Label : 768 | Predicted Label : 444 | Cache Hits / Total Queries : 17 / 4373
INFO:root:True Label : 694 | Predicted Label : 916 | Cache Hits / Total Queries : 19 / 5199
INFO:root:True Label : 196 | Predicted Label : 545 | Cache Hits / Total Queries : 10 / 1916
INFO:root:True Label : 611 | Predicted Label : 651 | Cache Hits / Total Queries : 19 / 5231
INFO:root:True Label : 514 | Predicted Label : 943 | Cache Hits / Total Queries : 16 / 3970
INFO:root:True Label : 74 | Predicted Label : 399 | Cache Hits / Total Queries : 17 / 4382
INFO:root:True Label : 547 | Predicted Label : 717 | Cache Hits / Total Queries : 19 / 5214
INFO:root:True Label : 655 | Predicted Label : 57 | Cache Hits / Total Queries : 19 / 5229
INFO:root:True Label : 75 | Predicted Label : 849 | Cache Hits / Total Queries : 19 / 5187
INFO:root:True Label : 571 | Predicted Label : 721 | Cache Hits / Total Queries : 8 / 1340
INFO:root:True Label : 114 | Predicted Label : 550 | Cache Hits / Total Queries : 19 / 5205
INFO:root:True Label : 851 | Predicted Label : 47 | Cache Hits / Total Queries : 19 / 5207
INFO:root:True Label : 255 | Predicted Label : 403 | Cache Hits / Total Queries : 19 / 5235
INFO:root:True Label : 52 | Predicted Label : 981 | Cache Hits / Total Queries : 19 / 5226
INFO:root:True Label : 320 | Predicted Label : 479 | Cache Hits / Total Queries : 19 / 5194
INFO:root:True Label : 579 | Predicted Label : 494 | Cache Hits / Total Queries : 19 / 5235
INFO:root:True Label : 447 | Predicted Label : 863 | Cache Hits / Total Queries : 19 / 5215
INFO:root:True Label : 169 | Predicted Label : 184 | Cache Hits / Total Queries : 12 / 2547
INFO:root:True Label : 742 | Predicted Label : 745 | Cache Hits / Total Queries : 3 / 317
INFO:root:True Label : 244 | Predicted Label : 616 | Cache Hits / Total Queries : 19 / 5179
INFO:root:True Label : 901 | Predicted Label : 471 | Cache Hits / Total Queries : 8 / 1341
INFO:root:True Label : 200 | Predicted Label : 621 | Cache Hits / Total Queries : 7 / 1084
INFO:root:True Label : 694 | Predicted Label : 916 | Cache Hits / Total Queries : 19 / 5228
INFO:root:True Label : 858 | Predicted Label : 154 | Cache Hits / Total Queries : 13 / 2876
INFO:root:FINISHED
INFO:root:True Label : 196 | Predicted Label : 545 | Cache Hits / Total Queries : 12 / 2541
INFO:root:True Label : 547 | Predicted Label : 717 | Cache Hits / Total Queries : 19 / 5216
INFO:root:True Label : 779 | Predicted Label : 895 | Cache Hits / Total Queries : 20 / 5220
INFO:root:True Label : 75 | Predicted Label : 849 | Cache Hits / Total Queries : 19 / 5219
INFO:root:True Label : 571 | Predicted Label : 721 | Cache Hits / Total Queries : 16 / 3983
INFO:root:True Label : 754 | Predicted Label : 507 | Cache Hits / Total Queries : 19 / 5208
INFO:root:True Label : 999 | Predicted Label : 180 | Cache Hits / Total Queries : 8 / 1336
INFO:root:True Label : 255 | Predicted Label : 403 | Cache Hits / Total Queries : 19 / 5237
INFO:root:True Label : 651 | Predicted Label : 500 | Cache Hits / Total Queries : 13 / 2874
INFO:root:True Label : 579 | Predicted Label : 494 | Cache Hits / Total Queries : 19 / 5285
INFO:root:True Label : 244 | Predicted Label : 616 | Cache Hits / Total Queries : 19 / 5215
INFO:root:True Label : 611 | Predicted Label : 651 | Cache Hits / Total Queries : 19 / 5219
INFO:root:True Label : 514 | Predicted Label : 943 | Cache Hits / Total Queries : 7 / 1083
INFO:root:True Label : 858 | Predicted Label : 154 | Cache Hits / Total Queries : 19 / 5220
INFO:root:FINISHED
INFO:root:True Label : 655 | Predicted Label : 57 | Cache Hits / Total Queries : 19 / 5212
INFO:root:True Label : 851 | Predicted Label : 47 | Cache Hits / Total Queries : 19 / 5181
INFO:root:True Label : 52 | Predicted Label : 981 | Cache Hits / Total Queries : 19 / 5207
INFO:root:True Label : 447 | Predicted Label : 863 | Cache Hits / Total Queries : 17 / 4374
INFO:root:True Label : 694 | Predicted Label : 916 | Cache Hits / Total Queries : 11 / 2210
INFO:root:True Label : 196 | Predicted Label : 545 | Cache Hits / Total Queries : 17 / 4397
INFO:root:True Label : 547 | Predicted Label : 717 | Cache Hits / Total Queries : 14 / 3229
INFO:root:True Label : 75 | Predicted Label : 849 | Cache Hits / Total Queries : 19 / 5187
INFO:root:True Label : 571 | Predicted Label : 721 | Cache Hits / Total Queries : 17 / 4360
INFO:root:True Label : 255 | Predicted Label : 403 | Cache Hits / Total Queries : 19 / 5221
INFO:root:True Label : 579 | Predicted Label : 494 | Cache Hits / Total Queries : 18 / 4797
INFO:root:True Label : 244 | Predicted Label : 616 | Cache Hits / Total Queries : 15 / 3583
INFO:root:True Label : 858 | Predicted Label : 154 | Cache Hits / Total Queries : 19 / 5210
INFO:root:FINISHED
